"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME (V.3)";"libellé ROME (V.3)";"lien ROME";domaine/sous-domaine
"artiste de cirque";https://www.onisep.fr/http/redirection/metier/slug/MET.779;"Les métiers de la culture et du patrimoine";Parcours;2022;9782273016131;"GFE V : arts, spectacle, audiovisuel";L1204;"Arts du cirque et arts visuels";https://candidat.francetravail.fr/metierscope/fiche-metier/L1204;"arts, culture, artisanat/arts du spectacle| santé, social, sport/sport"
"sculpteur / sculptrice sur bois";https://www.onisep.fr/http/redirection/metier/slug/MET.394;"Les métiers de l'artisanat d'art";Parcours;2023;9782273016353;"GFE M : travail du bois";H2208;"Réalisation d'ouvrages décoratifs en bois";https://candidat.francetravail.fr/metierscope/fiche-metier/H2208;"arts, culture, artisanat/artisanat d'art"
"gestionnaire de patrimoine";https://www.onisep.fr/http/redirection/metier/slug/MET.213;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE Q : commerce, gestion, finances";C1205;"Conseil en gestion de patrimoine financier";https://candidat.francetravail.fr/metierscope/fiche-metier/C1205;"banque, assurances, immobilier/assurances| banque, assurances, immobilier/banque| économie, droit, politique/droit privé| économie, droit, politique/droit public| économie, droit, politique/sciences économiques"
"agriculteur / agricultrice";https://www.onisep.fr/http/redirection/metier/slug/MET.547;"Les métiers de l'élevage et de l'alimentation";"Zoom sur les métiers";2021;9782273015523;"GFE A : agriculture";A1416;"Polyculture, élevage";https://candidat.francetravail.fr/metierscope/fiche-metier/A1416;"agriculture, animaux/agriculture (généralités)| agriculture, animaux/cultures| agriculture, animaux/élevage, aquaculture"
"technicien / technicienne de l'intervention sociale et familiale";https://www.onisep.fr/http/redirection/metier/slug/MET.189;"Travailler auprès des enfants";Parcours;2023;9782273016780;"GFE R : santé, social, soins personnels";K1305;"Intervention sociale et familiale";https://candidat.francetravail.fr/metierscope/fiche-metier/K1305;"santé, social, sport/travail social"
"agent / agente valoriste";https://www.onisep.fr/http/redirection/metier/slug/MET.7818;"Les métiers de l'environnement et du développement durable";Parcours;2024;9782273017008;"GFE T : environnement, nettoyage, sécurité";K2304;"Revalorisation de produits industriels";https://candidat.francetravail.fr/metierscope/fiche-metier/K2304;"environnement, énergies, propreté/déchets, pollutions et risques"
ébéniste;https://www.onisep.fr/http/redirection/metier/slug/MET.289;"Les métiers de l'artisanat d'art";Parcours;2023;9782273016353;"GFE M : travail du bois";H2207;"Réalisation de meubles en bois";https://candidat.francetravail.fr/metierscope/fiche-metier/H2207;"construction, architecture, travaux publics/agencement| construction, architecture, travaux publics/ameublement| arts, culture, artisanat/artisanat d'art| matières premières, fabrication, industries/bois| arts, culture, artisanat/restauration d'art"
"contrôleur aérien / contrôleuse aérienne";https://www.onisep.fr/http/redirection/metier/slug/MET.1;"Les métiers du transport et de la logistique";Parcours;2024;9782273016926;"GFE O : transport, logistique";N2202;"Contrôle de la navigation aérienne";https://candidat.francetravail.fr/metierscope/fiche-metier/N2202;"logistique, transport/transport"
"tonnelier / tonnelière";https://www.onisep.fr/http/redirection/metier/slug/MET.804;;"pas de publication Onisep spécifique";;;"GFE M : travail du bois";H2206;"Réalisation de menuiserie bois et tonnellerie";https://candidat.francetravail.fr/metierscope/fiche-metier/H2206;"matières premières, fabrication, industries/bois"
"technicien / technicienne de maintenance éolienne";https://www.onisep.fr/http/redirection/metier/slug/MET.383;;"pas de publication Onisep spécifique";;;"GFE H : électricité, énergie, électronique";I1304;"Installation et maintenance d'équipements industriels et d'exploitation";https://candidat.francetravail.fr/metierscope/fiche-metier/I1304;"environnement, énergies, propreté/énergies"
"consultant / consultante";https://www.onisep.fr/http/redirection/metier/slug/MET.457;"Gestion, comptabilité et ressources humaines";Parcours;2021;9782273015769;"GFE Q : commerce, gestion, finances";"K2101 | M1402 | M1806";"Conseil en formation | Conseil en organisation et management d'entreprise | Conseil et maîtrise d'ouvrage en systèmes d'information";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2101 | https://candidat.francetravail.fr/metierscope/fiche-metier/M1402 | https://candidat.francetravail.fr/metierscope/fiche-metier/M1806";"banque, assurances, immobilier/finances| commerce, marketing, vente/marketing, vente| gestion des entreprises, comptabilité/ressources humaines"
"officier / officière de gendarmerie";https://www.onisep.fr/http/redirection/metier/slug/MET.691;;"pas de publication Onisep spécifique";;;"GFE T : environnement, nettoyage, sécurité";K1704;"Management de la sécurité publique";https://candidat.francetravail.fr/metierscope/fiche-metier/K1704;"armée, sécurité/sécurité, prévention"
"chef / cheffe de publicité";https://www.onisep.fr/http/redirection/metier/slug/MET.8;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE U : communication, médias";E1401;"Développement et promotion publicitaire";https://candidat.francetravail.fr/metierscope/fiche-metier/E1401;"information-communication, audiovisuel/journalisme, édition, publicité"
"chargé / chargée de production";https://www.onisep.fr/http/redirection/metier/slug/MET.193;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE V : arts, spectacle, audiovisuel";L1302;"Production et administration spectacle, cinéma et audiovisuel";https://candidat.francetravail.fr/metierscope/fiche-metier/L1302;"information-communication, audiovisuel/audiovisuel"
"bottier / bottière";https://www.onisep.fr/http/redirection/metier/slug/MET.447;"Les métiers de l'artisanat d'art";Parcours;2023;9782273016353;"GFE L : textile, habillement, cuir";B1802;"Réalisation d'articles en cuir et matériaux souples (hors vêtement)";https://candidat.francetravail.fr/metierscope/fiche-metier/B1802;"matières premières, fabrication, industries/textile, habillement"
"responsable de la promotion des ventes";https://www.onisep.fr/http/redirection/metier/slug/MET.659;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE Q : commerce, gestion, finances";M1706;"Promotion des ventes";https://candidat.francetravail.fr/metierscope/fiche-metier/M1706;"commerce, marketing, vente/grande distribution et petits commerces| information-communication, audiovisuel/journalisme, édition, publicité| commerce, marketing, vente/marketing, vente"
"ingénieur / ingénieure combustion et brûleurs";https://www.onisep.fr/http/redirection/metier/slug/MET.488;;"pas de publication Onisep spécifique";;;"GFE H : électricité, énergie, électronique";;;;"environnement, énergies, propreté/énergies| sciences/physique"
"chef / cheffe de projet multimédia";https://www.onisep.fr/http/redirection/metier/slug/MET.696;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE U : communication, médias";M1803;"Direction des systèmes d'information";https://candidat.francetravail.fr/metierscope/fiche-metier/M1803;"information-communication, audiovisuel/multimédia"
"ingénieur / ingénieure systèmes embarqués";https://www.onisep.fr/http/redirection/metier/slug/MET.244;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE H : électricité, énergie, électronique";"H1206 | H2502";"Management et ingénierie études, recherche et développement industriel | Management et ingénierie de production";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206 | https://candidat.francetravail.fr/metierscope/fiche-metier/H2502";"informatique, Internet/développement, programmation, logiciel| électricité, électronique, robotique/électronique| électricité, électronique, robotique/télécommunications"
"ingénieur / ingénieure en électronique numérique";https://www.onisep.fr/http/redirection/metier/slug/MET.243;"Les métiers de l'industrie aéronautique et spatiale";Parcours;2023;9782273016292;"GFE H : électricité, énergie, électronique";"H1206 | H2502";"Management et ingénierie études, recherche et développement industriel | Management et ingénierie de production";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206 | https://candidat.francetravail.fr/metierscope/fiche-metier/H2502";"informatique, Internet/développement, programmation, logiciel| électricité, électronique, robotique/électronique| informatique, Internet/informatique (généralités)| électricité, électronique, robotique/télécommunications"
"contrôleur / contrôleuse de performance";https://www.onisep.fr/http/redirection/metier/slug/MET.865;"Les métiers de l'agriculture et de la forêt";Parcours;2024;9782273016841;"GFE A : agriculture";A1302;"Contrôle et diagnostic technique en agriculture";https://candidat.francetravail.fr/metierscope/fiche-metier/A1302;"agriculture, animaux/élevage, aquaculture"
"concepteur / conceptrice de jeux vidéo";https://www.onisep.fr/http/redirection/metier/slug/MET.885;"Les métiers du jeu vidéo";Parcours;2023;9782273016193;"GFE U : communication, médias";E1104;"Conception de contenus multimédias";https://candidat.francetravail.fr/metierscope/fiche-metier/E1104;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/multimédia"
"ambulancier / ambulancière";https://www.onisep.fr/http/redirection/metier/slug/MET.417;"Les métiers du transport et de la logistique";Parcours;2024;9782273016926;"GFE R : santé, social, soins personnels";J1305;"Conduite de véhicules sanitaires";https://candidat.francetravail.fr/metierscope/fiche-metier/J1305;"santé, social, sport/paramédical| logistique, transport/transport"
"médecin de secours en montagne";https://www.onisep.fr/http/redirection/metier/slug/MET.111;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";J1102;"Médecine généraliste et spécialisée";https://candidat.francetravail.fr/metierscope/fiche-metier/J1102;"santé, social, sport/médical"
"consultant / consultante informatique";https://www.onisep.fr/http/redirection/metier/slug/MET.622;"Les métiers de l'informatique";Parcours;2022;9782273016155;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1806;"Conseil et maîtrise d'ouvrage en systèmes d'information";https://candidat.francetravail.fr/metierscope/fiche-metier/M1806;"informatique, Internet/informatique (généralités)"
"gestionnaire de parc micro-informatique";https://www.onisep.fr/http/redirection/metier/slug/MET.15;"Les métiers de l'informatique";Parcours;2022;9782273016155;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1810;"Production et exploitation de systèmes d'information";https://candidat.francetravail.fr/metierscope/fiche-metier/M1810;"informatique, Internet/informatique (généralités)| informatique, Internet/systèmes et réseaux"
"directeur / directrice d'hôpital";https://www.onisep.fr/http/redirection/metier/slug/MET.688;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";K1403;"Management de structure de santé, sociale ou pénitentiaire";https://candidat.francetravail.fr/metierscope/fiche-metier/K1403;"gestion des entreprises, comptabilité/administration de l'entreprise| gestion des entreprises, comptabilité/ressources humaines| économie, droit, politique/sciences économiques"
"statisticien / statisticienne";https://www.onisep.fr/http/redirection/metier/slug/MET.461;"Mathématiques, statistiques et informatique";"Zoom sur les métiers";2021;9782273015547;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1403;"Études et prospectives socio-économiques";https://candidat.francetravail.fr/metierscope/fiche-metier/M1403;sciences/mathématiques
"collecteur / collectrice de fonds";https://www.onisep.fr/http/redirection/metier/slug/MET.614;;"pas de publication Onisep spécifique";;;"GFE Q : commerce, gestion, finances";M1705;Marketing;https://candidat.francetravail.fr/metierscope/fiche-metier/M1705;"commerce, marketing, vente/marketing, vente"
"ingénieur / ingénieure intégration satellite";https://www.onisep.fr/http/redirection/metier/slug/MET.231;"Les métiers de l'industrie aéronautique et spatiale";Parcours;2023;9782273016292;"GFE F : mécanique";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.francetravail.fr/metierscope/fiche-metier/H1206;"mécanique/aéronautique| mécanique/mécanique (généralités)| électricité, électronique, robotique/télécommunications"
"animateur socioculturel / animatrice socioculturelle";https://www.onisep.fr/http/redirection/metier/slug/MET.65;"Travailler auprès des enfants";Parcours;2023;9782273016780;"GFE S : hôtellerie,  tourisme, loisirs";K1206;"Intervention socioculturelle";https://candidat.francetravail.fr/metierscope/fiche-metier/K1206;"santé, social, sport/travail social"
"commissaire-priseur / commissaire-priseuse (ventes volontaires)";https://www.onisep.fr/http/redirection/metier/slug/MET.673;"Les métiers du droit";Parcours;2024;9782273016865;"GFE V : arts, spectacle, audiovisuel";K1901;"Aide et médiation judiciaire";https://candidat.francetravail.fr/metierscope/fiche-metier/K1901;"arts, culture, artisanat/commerce de l'art| économie, droit, politique/droit (généralités)| économie, droit, politique/droit privé"
"manipulateur / manipulatrice en électroradiologie médicale";https://www.onisep.fr/http/redirection/metier/slug/MET.416;"Les métiers du paramédical";Parcours;2022;9782273016117;"GFE R : santé, social, soins personnels";J1306;"Imagerie médicale";https://candidat.francetravail.fr/metierscope/fiche-metier/J1306;"santé, social, sport/paramédical"
